gene	rep1	rep2	rep3	mean	variance	rank	percentile
KNV87_017210	7	25	15	16	81.33333333	5599	31
KNV87_000001	0	1	0	0	0.333333333	2605	15
KNV87_000002	5	22	4	10	102.3333333	5133	29
KNV87_017211	4	6	7	6	2.333333333	4503	25
KNV87_017212	3	12	7	7	20.33333333	4756	27
KNV87_017213	0	0	0	0	0	1	0
KNV87_000003	207	688	212	369	76327	11584	65
KNV87_000004	317	209	260	262	2919	10646	59
KNV87_000005	4787	9609	4517	6304	8208841.333	17308	97
KNV87_000006	26	27	35	29	24.33333333	6366	36
KNV87_000007	0	2	1	1	1	3062	17
KNV87_000008	7	6	8	7	1	4713	26
KNV87_000009	1392	2559	1651	1867	375572.3333	15759	88
KNV87_000010	132	145	106	128	394.3333333	8884	50
KNV87_000011	256	215	228	233	439	10314	58
KNV87_000012	17155	35727	20988	24623	96141532.33	17781	99
KNV87_000013	221	869	331	474	120241.3333	12269	68
KNV87_000014	1399	3122	1573	2031	899734.3333	15911	89
KNV87_000015	20	33	23	25	46.33333333	6167	34
KNV87_000016	38	11	40	30	262.3333333	6378	36
KNV87_000017	6717	2665	5928	5103	4614732.333	17141	96
KNV87_000018	3573	5500	4209	4427	964084.3333	17023	95
KNV87_000019	1769	2681	1796	2082	269283	15950	89
KNV87_000020	33	62	45	47	212.3333333	7051	39
KNV87_000021	276	494	288	353	15017.33333	11474	64
KNV87_000022	159	251	168	193	2572.333333	9801	55
KNV87_000023	61	78	65	68	79	7659	43
KNV87_000024	6	8	2	5	9.333333333	4444	25
KNV87_000025	0	5	4	3	7	3905	22
KNV87_000026	48	55	32	45	139	6989	39
KNV87_000027	61	162	86	103	2767	8425	47
KNV87_000028	117	461	134	237	37592.33333	10363	58
KNV87_000029	8	55	12	25	679	6154	34
KNV87_000030	42	100	57	66	906.3333333	7611	42
KNV87_017214	10	17	14	14	12.33333333	5444	30
KNV87_017215	11	21	8	13	46.33333333	5417	30
KNV87_000031	437	550	471	486	3361	12342	69
KNV87_000032	937	1407	959	1101	70348	14538	81
KNV87_000033	297	419	272	329	6186.333333	11302	63
KNV87_000034	340	489	323	384	8341	11698	65
KNV87_000035	2	9	4	5	13	4378	24
KNV87_000036	573	419	480	491	6014.333333	12363	69
KNV87_000037	430	297	459	395	7462.333333	11767	66
KNV87_000038	4470	5601	4152	4741	579981	17084	95
KNV87_000039	1	5	4	3	4.333333333	3996	22
KNV87_000040	3101	6672	3328	4367	3997651	17010	95
KNV87_000041	1515	2865	1831	2070	498585.3333	15940	89
KNV87_000042	3	8	8	6	8.333333333	4620	26
KNV87_000043	54	36	30	40	156	6800	38
KNV87_000044	0	0	2	1	1.333333333	2868	16
KNV87_000045	0	0	0	0	0	1	0
KNV87_000046	0	0	0	0	0	1	0
KNV87_000047	0	0	0	0	0	1	0
KNV87_000048	0	0	0	0	0	1	0
KNV87_000049	0	0	0	0	0	1	0
KNV87_000050	0	0	0	0	0	1	0
KNV87_000051	0	0	0	0	0	1	0
KNV87_000052	0	0	0	0	0	1	0
KNV87_000053	0	0	0	0	0	1	0
KNV87_000054	0	0	0	0	0	1	0
KNV87_000055	0	0	0	0	0	1	0
KNV87_000056	0	0	0	0	0	1	0
KNV87_000057	0	0	0	0	0	1	0
KNV87_000058	0	0	0	0	0	1	0
KNV87_000059	0	0	0	0	0	1	0
KNV87_000060	0	0	0	0	0	1	0
KNV87_000061	0	0	0	0	0	1	0
KNV87_000062	0	0	0	0	0	1	0
KNV87_000063	0	0	0	0	0	1	0
KNV87_000064	0	0	0	0	0	1	0
KNV87_000065	0	0	0	0	0	1	0
KNV87_000066	0	0	0	0	0	1	0
KNV87_000067	0	0	0	0	0	1	0
KNV87_000068	0	0	0	0	0	1	0
KNV87_000069	0	0	0	0	0	1	0
KNV87_000070	0	0	0	0	0	1	0
KNV87_000071	0	0	0	0	0	1	0
KNV87_000072	0	0	0	0	0	1	0
KNV87_000073	0	0	0	0	0	1	0
KNV87_000074	0	0	0	0	0	1	0
KNV87_000075	0	0	0	0	0	1	0
KNV87_000076	0	0	0	0	0	1	0
KNV87_000077	0	0	0	0	0	1	0
KNV87_000078	0	0	0	0	0	1	0
KNV87_000079	0	0	0	0	0	1	0
KNV87_000080	0	0	0	0	0	1	0
KNV87_000081	0	0	0	0	0	1	0
KNV87_000082	0	0	0	0	0	1	0
KNV87_000083	0	0	0	0	0	1	0
KNV87_000084	0	0	0	0	0	1	0
KNV87_000085	0	0	0	0	0	1	0
KNV87_000086	0	0	0	0	0	1	0
KNV87_000087	0	0	0	0	0	1	0
KNV87_000088	0	0	0	0	0	1	0
KNV87_000089	0	0	0	0	0	1	0
KNV87_000090	0	0	0	0	0	1	0
KNV87_000091	0	0	0	0	0	1	0
KNV87_000092	0	0	0	0	0	1	0
KNV87_000093	0	0	0	0	0	1	0
KNV87_000094	0	0	0	0	0	1	0
KNV87_000095	0	0	0	0	0	1	0
KNV87_000096	0	0	0	0	0	1	0
KNV87_000097	0	0	0	0	0	1	0
KNV87_000098	0	0	0	0	0	1	0
KNV87_000099	0	0	0	0	0	1	0
KNV87_000100	0	0	0	0	0	1	0
KNV87_000101	0	0	0	0	0	1	0
KNV87_000102	0	0	0	0	0	1	0
KNV87_000103	0	0	0	0	0	1	0
KNV87_000104	0	0	0	0	0	1	0
KNV87_000105	0	0	0	0	0	1	0
KNV87_000106	0	0	0	0	0	1	0
KNV87_000107	0	0	0	0	0	1	0
KNV87_000108	0	0	0	0	0	1	0
KNV87_000109	0	0	0	0	0	1	0
KNV87_000110	0	0	0	0	0	1	0
KNV87_000111	0	0	0	0	0	1	0
KNV87_000112	0	0	0	0	0	1	0
KNV87_000113	0	0	0	0	0	1	0
KNV87_000114	0	0	0	0	0	1	0
KNV87_000115	0	0	0	0	0	1	0
KNV87_000116	0	0	0	0	0	1	0
KNV87_000117	0	0	0	0	0	1	0
KNV87_000118	0	0	0	0	0	1	0
KNV87_000119	0	0	0	0	0	1	0
KNV87_000120	0	0	0	0	0	1	0
KNV87_000121	0	0	0	0	0	1	0
KNV87_000122	0	0	0	0	0	1	0
KNV87_000123	0	0	0	0	0	1	0
KNV87_000124	0	0	0	0	0	1	0
KNV87_000125	0	0	0	0	0	1	0
KNV87_000126	0	0	0	0	0	1	0
KNV87_000127	0	0	0	0	0	1	0
KNV87_000128	0	0	0	0	0	1	0
KNV87_000129	0	0	0	0	0	1	0
KNV87_000130	0	0	0	0	0	1	0
KNV87_000131	0	0	0	0	0	1	0
KNV87_000132	0	0	0	0	0	1	0
KNV87_000133	0	0	0	0	0	1	0
KNV87_000134	0	0	0	0	0	1	0
KNV87_000135	0	0	0	0	0	1	0
KNV87_000136	0	0	0	0	0	1	0
KNV87_000137	0	0	0	0	0	1	0
KNV87_000138	0	0	0	0	0	1	0
KNV87_000139	0	0	0	0	0	1	0
KNV87_000140	0	0	0	0	0	1	0
KNV87_000141	0	0	0	0	0	1	0
KNV87_000142	0	0	0	0	0	1	0
KNV87_000143	0	0	0	0	0	1	0
KNV87_000144	0	0	0	0	0	1	0
KNV87_000145	0	0	0	0	0	1	0
KNV87_000146	0	0	0	0	0	1	0
KNV87_000147	0	0	0	0	0	1	0
KNV87_000148	0	0	0	0	0	1	0
KNV87_000149	0	0	0	0	0	1	0
KNV87_000150	0	0	0	0	0	1	0
KNV87_000151	0	0	0	0	0	1	0
KNV87_000152	0	0	0	0	0	1	0
KNV87_000153	0	0	0	0	0	1	0
KNV87_000154	1093	1707	1342	1381	95370.33333	15124	84
KNV87_000155	9	12	7	9	6.333333333	5030	28
KNV87_000156	562	1358	599	840	201844.3333	13840	77
KNV87_000157	221	276	213	237	1176.333333	10355	58
KNV87_000158	13	8	15	12	13	5293	30
KNV87_000159	533	818	594	648	22520.33333	13158	73
KNV87_000160	96	62	48	69	609.3333333	7677	43
KNV87_000161	0	3	0	1	3	3062	17
KNV87_000162	0	10	0	3	33.33333333	3996	22
KNV87_000163	4	2	11	6	22.33333333	4503	25
KNV87_000164	9	9	9	9	0	4992	28
KNV87_000165	2360	2675	2301	2445	40430.33333	16230	91
KNV87_000166	306	357	449	371	5252.333333	11594	65
KNV87_000167	6	24	8	13	97.33333333	5358	30
KNV87_000168	1353	2881	1383	1872	763281.3333	15763	88
KNV87_000169	68	66	109	81	589	7956	44
KNV87_000170	78	89	107	91	214.3333333	8185	46
KNV87_000171	171	174	205	183	354.3333333	9695	54
KNV87_000172	0	0	2	1	1.333333333	2868	16
KNV87_000173	118	129	103	117	170.3333333	8685	48
KNV87_000174	102	178	130	137	1477.333333	9030	50
KNV87_000175	45	47	47	46	1.333333333	7036	39
KNV87_017216	4358	7559	4625	5514	3154341	17213	96
KNV87_000176	1	7	5	4	9.333333333	4237	24
KNV87_000177	12	10	3	8	22.33333333	4883	27
KNV87_000178	392	474	525	464	4502.333333	12206	68
KNV87_000179	520	868	600	663	33221.33333	13215	74
KNV87_000180	111	169	130	137	874.3333333	9030	50
KNV87_000181	48	54	56	53	17.33333333	7222	40
KNV87_000182	119	169	134	141	658.3333333	9082	51
KNV87_000183	599	1014	818	810	43100.33333	13750	77
KNV87_000184	14	18	12	15	9.333333333	5532	31
KNV87_000185	2	1	4	2	2.333333333	3692	21
KNV87_000186	132	189	170	164	842.3333333	9432	53
KNV87_000187	211	342	187	247	6960.333333	10471	58
KNV87_000188	1	7	1	3	12	3905	22
KNV87_000189	2	12	4	6	28	4559	25
KNV87_000190	8	47	22	26	390.3333333	6185	35
KNV87_000191	20	83	23	42	1263	6875	38
KNV87_000192	875	1647	989	1170	173657.3333	14707	82
KNV87_000193	181	295	218	231	3382.333333	10294	57
KNV87_000194	378	523	535	479	7636.333333	12294	69
KNV87_000195	102	199	121	141	2642.333333	9082	51
KNV87_000196	225	322	239	262	2749	10646	59
KNV87_000197	200	236	253	230	732.3333333	10280	57
KNV87_000198	798	1214	734	915	67925.33333	14066	78
KNV87_000199	3	6	10	6	12.33333333	4620	26
KNV87_000200	712	1446	776	978	165292	14235	79
KNV87_000201	133	177	167	159	532	9363	52
KNV87_000202	15	11	12	13	4.333333333	5358	30
KNV87_000203	546	1071	708	775	72273	13639	76
KNV87_000204	52404	94800	55324	67509	560716965.3	17896	100
KNV87_000205	4508	4345	5659	4837	512994.3333	17101	95
KNV87_017828	0	0	1	0	0.333333333	2605	15
KNV87_000206	1	7	3	4	9.333333333	4083	23
KNV87_000207	0	0	0	0	0	1	0
KNV87_000208	0	1	0	0	0.333333333	2605	15
KNV87_000209	7	19	11	12	37.33333333	5324	30
KNV87_000210	219	255	262	245	532.3333333	10451	58
KNV87_000211	17	43	26	29	174.3333333	6338	35
KNV87_000212	2	1	0	1	1	3062	17
KNV87_000213	0	0	0	0	0	1	0
KNV87_000214	3	9	8	7	10.33333333	4670	26
KNV87_000215	703	940	926	856	17682.33333	13887	77
KNV87_000216	256	398	225	293	8509	10962	61
KNV87_000217	2993	4480	3395	3623	591666.3333	16776	94
KNV87_000218	418	956	373	582	105226.3333	12873	72
KNV87_000219	459	860	562	627	43369	13061	73
KNV87_000220	35	26	23	28	39	6306	35
KNV87_000221	551	937	614	701	42882.33333	13365	75
KNV87_000222	135	214	144	164	1870.333333	9443	53
KNV87_000223	31	59	72	54	439	7261	41
KNV87_000224	79	60	82	74	142.3333333	7801	44
KNV87_000225	79	109	121	103	468	8425	47
KNV87_000226	687	1070	698	818	47532.33333	13777	77
KNV87_000227	1052	1586	1235	1291	73641	14959	83
KNV87_000228	4	3	4	4	0.333333333	4083	23
KNV87_000229	4550	5804	4002	4785	853337.3333	17094	95
KNV87_000230	134	139	153	142	97	9100	51
KNV87_000231	25	37	16	26	111	6203	35
KNV87_000232	3	2	5	3	2.333333333	3996	22
KNV87_000233	808	993	994	932	11470.33333	14112	79
KNV87_000234	489	1059	617	722	89441.33333	13442	75
KNV87_000235	1783	3236	2143	2387	572576.3333	16197	90
KNV87_000236	278	357	377	337	2740.333333	11360	63
KNV87_000237	12196	15342	16476	14671	4916945.333	17669	99
KNV87_000238	784	1113	775	891	37094.33333	13995	78
KNV87_000239	257	445	361	354	8869.333333	11488	64
KNV87_000240	77	165	133	125	1984	8833	49
KNV87_000241	1650	2710	1680	2013	364233.3333	15892	89
KNV87_000242	40	115	33	63	2066.333333	7522	42
KNV87_000243	20	52	13	28	432.3333333	6324	35
KNV87_000244	35	45	35	38	33.33333333	6744	38
KNV87_000245	1	0	0	0	0.333333333	2605	15
KNV87_000246	0	0	0	0	0	1	0
KNV87_000247	3	6	8	6	6.333333333	4503	25
KNV87_000248	1	6	4	4	6.333333333	4083	23
KNV87_000249	0	0	0	0	0	1	0
KNV87_017217	46	30	44	40	76	6800	38
KNV87_017218	159	460	195	271	27020.33333	10752	60
KNV87_017219	446	438	510	465	1557.333333	12215	68
KNV87_017220	2	9	11	7	22.33333333	4756	27
KNV87_017221	2	11	1	5	30.33333333	4313	24
KNV87_017222	1102	139	769	670	239193	13243	74
KNV87_017223	1673	182	1179	1011	576854.3333	14317	80
KNV87_000250	2502	4086	2536	3041	818785.3333	16548	92
KNV87_000251	4	2	1	2	2.333333333	3692	21
KNV87_000252	11	61	14	29	786.3333333	6338	35
KNV87_000253	17	24	22	21	13	5920	33
KNV87_000254	114	192	192	166	2028	9464	53
KNV87_000255	898	178	960	679	188961.3333	13285	74
KNV87_000256	278	363	472	371	9457	11596	65
KNV87_000257	12598	22272	15303	16724	24911710.33	17696	99
KNV87_000258	684	829	943	819	16850.33333	13779	77
KNV87_000259	672	821	913	802	14791	13728	77
KNV87_000260	144	113	151	136	409	9018	50
KNV87_000261	0	0	0	0	0	1	0
KNV87_000262	0	0	0	0	0	1	0
KNV87_000263	0	0	0	0	0	1	0
KNV87_000264	0	0	0	0	0	1	0
KNV87_000265	0	0	0	0	0	1	0
KNV87_000266	0	0	0	0	0	1	0
KNV87_000267	10	19	14	14	20.33333333	5501	31
KNV87_000268	236	286	227	250	1010.333333	10505	59
KNV87_000269	542	721	664	642	8362.333333	13135	73
KNV87_000270	119	976	162	419	233149	11924	67
KNV87_000271	5	25	12	14	103	5472	31
KNV87_017984	186	195	118	166	1772.333333	9466	53
KNV87_000272	1	19	10	10	81	5098	28
KNV87_000273	12	18	23	18	30.33333333	5724	32
KNV87_000274	12	19	23	18	31	5744	32
KNV87_000275	1	12	8	7	31	4713	26
KNV87_000276	24	59	27	37	376.3333333	6686	37
KNV87_000277	256	384	270	303	4929.333333	11083	62
KNV87_000278	13	91	22	42	1821	6875	38
KNV87_000279	171	166	268	202	3306.333333	9915	55
KNV87_000280	7051	9770	9432	8751	2196061	17500	98
KNV87_000281	347	217	357	307	6100	11119	62
KNV87_017224	26	26	41	31	75	6437	36
KNV87_000282	1231	1768	1805	1601	103202.3333	15456	86
KNV87_000283	784	1048	796	876	22224	13954	78
KNV87_000284	240	575	340	385	29575	11702	65
KNV87_000286	442	655	500	532	12126.33333	12617	70
KNV87_000285	0	0	0	0	0	1	0
KNV87_000287	688	628	890	735	18841.33333	13502	75
KNV87_000288	0	0	0	0	0	1	0
KNV87_000289	26	74	21	40	856.3333333	6814	38
KNV87_000290	3	11	0	5	32.33333333	4313	24
KNV87_017225	2	3	2	2	0.333333333	3692	21
KNV87_000291	0	1	3	1	2.333333333	3268	18
KNV87_000292	63	367	79	170	29269.33333	9518	53
KNV87_000293	3	3	10	5	16.33333333	4444	25
KNV87_000294	179	393	191	254	14457.33333	10556	59
KNV87_000295	1522	2415	1441	1793	292114.3333	15674	87
KNV87_000296	641	749	658	683	3372.333333	13297	74
KNV87_000297	669	846	944	820	19426.33333	13783	77
KNV87_000298	911	1423	884	1073	92232.33333	14475	81
KNV87_000299	0	2	1	1	1	3062	17
KNV87_000300	0	0	1	0	0.333333333	2605	15
KNV87_017852	0	0	0	0	0	1	0
KNV87_017853	0	0	0	0	0	1	0
KNV87_000301	0	1	0	0	0.333333333	2605	15
KNV87_000302	4	1	2	2	2.333333333	3692	21
KNV87_000303	12	5	12	10	16.33333333	5062	28
KNV87_000304	256	378	260	298	4804	11011	61
KNV87_000305	624	923	733	760	22897	13589	76
KNV87_000306	73	107	74	85	374.3333333	8043	45
KNV87_000307	1968	2916	2278	2387	233641.3333	16197	90
KNV87_000308	478	520	498	499	441.3333333	12402	69
KNV87_000309	50	75	54	60	180.3333333	7448	42
KNV87_000310	59	45	54	53	50.33333333	7222	40
KNV87_000311	51	55	74	60	151	7454	42
KNV87_000312	27	23	24	25	4.333333333	6139	34
KNV87_000313	2381	4304	4384	3690	1286056.333	16806	94
KNV87_000314	226	389	282	299	6859	11027	62
KNV87_000315	751	1086	926	921	28075	14087	79
KNV87_000316	3024	3980	3427	3477	230359	16730	93
KNV87_000317	0	1	0	0	0.333333333	2605	15
KNV87_000318	298	517	344	386	13334.33333	11709	65
KNV87_000319	56	91	60	69	367	7684	43
KNV87_000320	0	0	0	0	0	1	0
KNV87_000321	0	0	0	0	0	1	0
KNV87_000322	1652	5843	2007	3167	5400900.333	16604	93
KNV87_000323	556	1850	597	1001	541021	14301	80
KNV87_000324	0	0	0	0	0	1	0
KNV87_000325	0	0	0	0	0	1	0
KNV87_000326	68	94	78	80	172	7935	44
KNV87_000327	2834	4138	2933	3302	527040.3333	16670	93
KNV87_000328	264	416	280	320	6976	11234	63
KNV87_000329	596	749	872	739	19119	13517	75
KNV87_000330	0	0	0	0	0	1	0
KNV87_000331	3204	1922	3193	2773	543181	16412	92
KNV87_000332	44	45	51	47	14.33333333	7051	39
KNV87_000333	1023	1614	1246	1294	89072.33333	14968	84
KNV87_000334	300	324	426	350	4476	11452	64
KNV87_000335	2	6	8	5	9.333333333	4444	25
KNV87_000336	2	5	5	4	3	4169	23
KNV87_000337	1471	2675	2047	2064	362629.3333	15934	89
KNV87_000338	364	670	631	555	27741	12744	71
KNV87_000339	1026	1656	1285	1322	100270.3333	15014	84
KNV87_000340	332	765	497	531	47756.33333	12612	70
KNV87_000341	2804	4450	2625	3293	1011997	16665	93
KNV87_000342	104	95	98	99	21	8351	47
KNV87_000343	36	51	35	41	80.33333333	6822	38
KNV87_000344	943	1322	1457	1241	71010.33333	14849	83
KNV87_000345	7	7	5	6	1.333333333	4620	26
KNV87_000346	0	6	1	2	10.33333333	3692	21
KNV87_000347	0	0	1	0	0.333333333	2605	15
KNV87_000348	1457	975	1417	1283	71548	14938	83
KNV87_000350	108	74	129	104	770.3333333	8436	47
KNV87_000349	0	0	0	0	0	1	0
KNV87_000351	833	1400	1043	1092	82173	14509	81
KNV87_000352	407	543	465	472	4657.333333	12253	68
KNV87_000353	18	72	18	36	972	6657	37
KNV87_000354	19	50	33	34	241	6567	37
KNV87_000355	336	809	411	519	64626.33333	12539	70
KNV87_000356	0	12	4	5	37.33333333	4444	25
KNV87_000357	56	99	128	94	1312.333333	8250	46
KNV87_000358	236	292	280	269	869.3333333	10731	60
KNV87_000359	515	407	454	459	2932.333333	12179	68
KNV87_000360	1152	1040	1009	1067	5659	14460	81
KNV87_000361	27	59	43	43	256	6910	39
KNV87_000362	94	113	105	104	91	8444	47
KNV87_000363	2	6	1	3	7	3905	22
KNV87_000364	10	2	5	6	16.33333333	4503	25
KNV87_000365	131	244	180	185	3211	9714	54
KNV87_000366	13485	17683	18018	16395	6380586.333	17692	99
KNV87_000367	50	108	75	78	846.3333333	7895	44
KNV87_000368	48	56	73	59	163	7422	41
KNV87_000369	641	841	627	703	14332	13376	75
KNV87_000370	326	468	365	386	5382.333333	11709	65
KNV87_000371	227	237	238	234	37	10326	58
KNV87_000372	598	639	557	598	1681	12941	72
KNV87_000373	673	219	463	452	51625.33333	12130	68
KNV87_000374	119	91	101	104	201.3333333	8436	47
KNV87_017226	4	24	6	11	121.3333333	5234	29
KNV87_000375	104	134	85	108	610.3333333	8523	48
KNV87_000376	152	191	132	158	900.3333333	9360	52
KNV87_000377	762	3393	983	1713	2129850.333	15597	87
KNV87_000378	226	389	232	282	8542.333333	10857	61
KNV87_000379	643	1379	870	964	142051	14186	79
KNV87_000380	5836	9552	5186	6858	5548852	17358	97
KNV87_000381	229	294	237	253	1256.333333	10542	59
KNV87_000382	340	353	336	343	79	11401	64
KNV87_000383	133	220	121	158	2919	9353	52
KNV87_000384	86	281	116	161	11025	9393	52
KNV87_000385	167	467	199	278	27141.33333	10814	60
KNV87_000386	2775	3833	4007	3538	444577.3333	16750	93
KNV87_000387	294	385	279	319	3290.333333	11228	63
KNV87_000388	3783	4688	4778	4416	302858.3333	17019	95
KNV87_000389	51	67	40	53	184.3333333	7222	40
KNV87_000390	1406	1703	1389	1499	31182.33333	15326	86
KNV87_000391	186	234	287	236	2552.333333	10338	58
KNV87_000392	23	28	25	25	6.333333333	6167	34
KNV87_000393	8	1	7	5	14.33333333	4444	25
KNV87_017227	0	0	0	0	0	1	0
KNV87_017986	0	0	0	0	0	1	0
KNV87_017228	1538	1801	1401	1580	41323	15433	86
KNV87_000394	262	399	276	312	5682.333333	11172	62
KNV87_000395	178	376	240	265	10257.33333	10676	60
KNV87_000396	1701	2549	1407	1886	351617.3333	15771	88
KNV87_000397	89	159	106	118	1333	8717	49
KNV87_000398	666	933	739	779	19042.33333	13659	76
KNV87_000399	1	16	7	8	57	4846	27
KNV87_000400	10	162	30	67	6821.333333	7640	43
KNV87_000401	1135	1492	1139	1255	42012.33333	14883	83
KNV87_000402	138	146	190	158	784	9353	52
KNV87_000403	0	4	0	1	5.333333333	3268	18
KNV87_000404	0	10	0	3	33.33333333	3996	22
KNV87_000405	153	303	195	217	5988	10126	57
KNV87_000406	2727	4138	3651	3505	513644.3333	16741	93
KNV87_000407	33	53	46	44	103	6947	39
KNV87_000408	104	139	104	116	408.3333333	8665	48
KNV87_000409	1742	1602	1512	1619	13433.33333	15479	86
KNV87_000410	17873	30219	24889	24327	38342812	17778	99
KNV87_000411	16	37	29	27	112.3333333	6269	35
KNV87_000412	1654	3178	2343	2392	582420.3333	16200	90
KNV87_000413	912	1445	1165	1174	71083	14712	82
KNV87_000414	38	81	50	56	492.3333333	7339	41
KNV87_000415	456	805	554	605	32401	12967	72
KNV87_000416	20	36	30	29	65.33333333	6338	35
KNV87_000417	205	294	332	277	4249	10808	60
KNV87_000418	235	459	334	343	12600.33333	11397	64
KNV87_000419	119	105	118	114	61	8632	48
KNV87_000420	82	100	82	88	108	8117	45
KNV87_000421	1082	2133	1184	1466	335934.3333	15259	85
KNV87_017229	16	50	24	30	316	6393	36
KNV87_017230	73	132	97	101	880.3333333	8388	47
KNV87_017231	4	6	3	4	2.333333333	4237	24
KNV87_000422	0	4	2	2	4	3579	20
KNV87_000423	1	0	5	2	7	3579	20
KNV87_000424	16	3	18	12	66.33333333	5324	30
KNV87_000425	106	106	110	107	5.333333333	8510	47
KNV87_000426	210	350	263	274	4996.333333	10782	60
KNV87_017232	3190	2623	2371	2728	175959	16382	91
KNV87_017233	1977	1678	1453	1703	69100.33333	15591	87
KNV87_017234	8346	8338	8332	8339	49.33333333	17476	98
KNV87_000427	88	129	101	106	439	8483	47
KNV87_000428	264	455	353	357	9134.333333	11506	64
KNV87_000429	32	45	33	37	52.33333333	6686	37
KNV87_000430	1039	1824	1037	1300	205933	14976	84
KNV87_000431	109	153	146	136	559	9018	50
KNV87_000432	56	94	113	88	842.3333333	8109	45
KNV87_000433	354	381	311	349	1246.333333	11440	64
KNV87_000434	691	866	812	790	8030.333333	13689	76
KNV87_000435	85	63	103	84	401.3333333	8027	45
KNV87_000436	248	278	244	257	345.3333333	10588	59
KNV87_000437	706	866	791	788	6408.333333	13682	76
KNV87_000438	3757	2698	3585	3347	322972.3333	16693	93
KNV87_000439	30	53	25	36	223	6657	37
KNV87_000440	24	29	23	25	10.33333333	6167	34
KNV87_000441	194	551	252	332	36702.33333	11323	63
KNV87_000442	1256	720	995	990	71840.33333	14270	80
KNV87_000443	355	1108	369	611	185554.3333	12996	73
KNV87_000444	7	8	12	9	7	4992	28
KNV87_000445	30	45	42	39	63	6765	38
KNV87_000446	28789	49591	28624	35668	145394253	17832	100
KNV87_000447	4979	8140	4712	5944	3635732.333	17268	96
KNV87_000448	418	381	238	346	9036.333333	11423	64
KNV87_000449	893	1542	1087	1174	110977	14712	82
KNV87_000450	174	252	168	198	2196	9869	55
KNV87_000451	3753	2751	3685	3396	313497.3333	16706	93
KNV87_000452	360	557	496	471	10171	12248	68
KNV87_000453	2908	4697	2918	3508	1060910.333	16742	93
KNV87_000454	0	0	0	0	0	1	0
KNV87_000455	1	1	2	1	0.333333333	3268	18
KNV87_000456	0	0	1	0	0.333333333	2605	15
KNV87_000457	1	3	1	2	1.333333333	3424	19
KNV87_000458	5	18	10	11	43	5200	29
KNV87_000459	436	587	513	512	5701	12495	70
KNV87_000460	13	22	33	23	100.3333333	6021	34
KNV87_000461	22	43	27	31	120.3333333	6419	36
KNV87_000462	91	388	290	256	22902.33333	10582	59
KNV87_000463	1125	1052	1467	1215	49086.33333	14798	83
KNV87_000464	643	914	791	783	18412.33333	13666	76
KNV87_000465	106	147	119	124	439	8819	49
KNV87_000466	523	703	597	608	8185.333333	12987	72
KNV87_000467	386	430	421	412	540.3333333	11876	66
KNV87_000468	2681	2892	2304	2626	88732.33333	16336	91
KNV87_000469	31	28	24	28	12.33333333	6284	35
KNV87_000470	19	35	42	32	139	6483	36
KNV87_000471	10	2	7	6	16.33333333	4620	26
KNV87_000472	2046	2376	2620	2347	82985.33333	16162	90
KNV87_000473	422	572	429	474	7166.333333	12274	68
KNV87_000474	1117	1954	1373	1481	183944.3333	15292	85
KNV87_000475	5	6	8	6	2.333333333	4620	26
KNV87_000476	100	138	92	110	604	8562	48
KNV87_000477	1046	1607	1422	1358	81720.33333	15078	84
KNV87_000478	235	510	328	358	19566.33333	11508	64
KNV87_000479	3	1	5	3	4	3905	22
KNV87_000480	160	353	309	274	10231	10779	60
KNV87_000481	536	713	559	603	9262.333333	12957	72
KNV87_017235	899	1335	858	1031	69884.33333	14368	80
KNV87_000482	407	696	403	502	28231	12430	69
KNV87_000483	1283	1942	1321	1515	136894.3333	15352	86
KNV87_000484	23	166	30	73	6499	7784	43
KNV87_000485	183	380	244	269	10171	10727	60
KNV87_000486	9	4	7	7	6.333333333	4670	26
KNV87_000487	2	2	0	1	1.333333333	3268	18
KNV87_000488	1	0	2	1	1	3062	17
KNV87_000489	827	1306	1020	1051	58081	14418	80
KNV87_000490	7011	7350	5799	6720	664911	17344	97
KNV87_000491	11	22	4	12	82.33333333	5324	30
KNV87_000492	718	1240	770	909	82681.33333	14048	78
KNV87_000493	58	138	89	95	1627	8260	46
KNV87_000494	27	34	24	28	26.33333333	6324	35
KNV87_000495	1311	2156	1038	1502	339746.3333	15328	86
KNV87_000496	1411	1906	1458	1592	74656.33333	15445	86
KNV87_000497	37	93	73	68	805.3333333	7651	43
KNV87_000498	1270	1884	1512	1555	95657.33333	15403	86
KNV87_000499	832	694	769	765	4773	13604	76
KNV87_000500	369	374	287	343	2386.333333	11406	64
KNV87_000501	8757	13599	9450	10602	6856569	17583	98
KNV87_017236	583	919	441	648	60257.33333	13155	73
KNV87_017237	655	896	498	683	40189	13299	74
KNV87_000502	724	1015	744	828	26420.33333	13808	77
KNV87_000503	100	143	128	124	476.3333333	8814	49
KNV87_000504	942	1250	1091	1094	23724.33333	14518	81
KNV87_000505	131	162	106	133	787	8963	50
KNV87_000506	635	1043	602	760	60339	13589	76
KNV87_000507	10	8	2	7	17.33333333	4670	26
KNV87_000508	1358	2758	1555	1890	574336.3333	15779	88
KNV87_000509	417	717	449	528	27141.33333	12594	70
KNV87_000510	8553	10932	8287	9257	2121070.333	17522	98
KNV87_000511	84	259	164	169	7675	9512	53
KNV87_000512	12324	19577	12423	14775	17299254.33	17672	99
KNV87_000513	85	335	183	201	15868	9911	55
