gene	rep1	rep2	rep3	mean	variance	rank	percentile
KNV87_003012	56	99	74	76	466.3333333	7868	44
KNV87_003013	2999	3005	2804	2936	13077	16497	92
KNV87_003014	288	317	334	313	541	11179	62
KNV87_003015	135	196	128	153	1399	9278	52
KNV87_003016	397	452	473	441	1540.333333	12064	67
KNV87_003017	487	539	850	625	38532.33333	13049	73
KNV87_003018	158	523	131	271	47936.33333	10747	60
KNV87_003019	129	88	101	106	439	8483	47
KNV87_003020	1829	1990	1857	1892	7399	15782	88
KNV87_003021	3	6	9	6	9	4559	25
KNV87_003022	486	1058	542	695	99429.33333	13347	74
KNV87_003023	780	1283	1019	1027	63304.33333	14359	80
KNV87_003024	14	33	30	26	104.3333333	6185	35
KNV87_003025	48	50	68	55	121.3333333	7304	41
KNV87_003026	8	21	28	19	103	5816	32
KNV87_003027	58	120	80	86	988	8075	45
KNV87_003028	10	17	15	14	13	5472	31
KNV87_003029	1	10	2	4	24.33333333	4237	24
KNV87_003030	0	10	1	4	30.33333333	4083	23
KNV87_003031	1	0	1	1	0.333333333	2868	16
KNV87_003032	0	1	0	0	0.333333333	2605	15
KNV87_003033	101	180	102	128	2054.333333	8884	50
KNV87_017359	2909	3549	2758	3072	176347	16561	92
KNV87_003034	47	101	76	75	730.3333333	7824	44
KNV87_003035	384	504	568	485	8725.333333	12335	69
KNV87_003036	1	5	0	2	7	3579	20
KNV87_003037	5	2	1	3	4.333333333	3805	21
KNV87_003038	1	2	1	1	0.333333333	3268	18
KNV87_003039	1607	2793	2241	2214	352209.3333	16066	90
KNV87_003040	0	0	0	0	0	1	0
KNV87_017360	451	742	427	540	30747	12663	71
KNV87_003041	248	456	353	352	10816.33333	11470	64
KNV87_003042	2874	2558	1352	2261	645129.3333	16100	90
KNV87_003043	151	80	316	182	14660.33333	9687	54
KNV87_003044	88	77	52	72	340.3333333	7767	43
KNV87_003045	2214	1376	1007	1532	382542.3333	15375	86
KNV87_003046	107	108	61	92	721	8199	46
KNV87_003047	0	2	0	1	1.333333333	2868	16
KNV87_003048	0	0	0	0	0	1	0
KNV87_003049	0	1	1	1	0.333333333	2868	16
KNV87_017361	7	11	8	9	4.333333333	4931	28
KNV87_003050	0	0	0	0	0	1	0
KNV87_003051	12	6	9	9	9	4992	28
KNV87_003052	6	6	6	6	0	4559	25
KNV87_003053	0	1	2	1	1	3062	17
KNV87_003054	2	15	7	8	43	4846	27
KNV87_003055	2	4	0	2	4	3579	20
KNV87_003056	463	881	580	641	46502.33333	13129	73
KNV87_003057	9	11	13	11	4	5200	29
KNV87_003058	99	143	134	125	540.3333333	8840	49
KNV87_003059	690	1165	837	897	59136.33333	14017	78
KNV87_003060	525	944	887	785	51642.33333	13674	76
KNV87_003061	2894	4758	3479	3710	908760.3333	16814	94
KNV87_003062	582	1458	663	901	234327	14029	78
KNV87_003063	1879	721	1091	1230	349801.3333	14831	83
KNV87_003064	32	40	30	34	28	6567	37
KNV87_017362	167	289	214	223	3786.333333	10193	57
KNV87_003065	0	0	0	0	0	1	0
KNV87_003066	1	5	4	3	4.333333333	3996	22
KNV87_003067	49	107	61	72	937.3333333	7767	43
KNV87_003068	16	45	16	26	280.3333333	6185	35
KNV87_003069	99	138	126	121	399	8767	49
KNV87_003070	1019	1653	1200	1291	106654.3333	14958	83
KNV87_003071	18	3	11	11	56.33333333	5161	29
KNV87_003072	59	45	71	58	169.3333333	7401	41
KNV87_003073	0	0	0	0	0	1	0
KNV87_003074	2	2	0	1	1.333333333	3268	18
KNV87_003075	0	0	0	0	0	1	0
KNV87_003076	4	7	11	7	12.33333333	4756	27
KNV87_003077	715	1135	902	917	44276.33333	14070	79
KNV87_003078	35	45	51	44	65.33333333	6934	39
KNV87_003079	0	0	0	0	0	1	0
KNV87_003080	0	0	1	0	0.333333333	2605	15
KNV87_003081	0	4	0	1	5.333333333	3268	18
KNV87_003082	0	0	0	0	0	1	0
KNV87_003083	114	106	123	114	72.33333333	8642	48
KNV87_003084	1986	2695	2424	2368	127994.3333	16180	90
KNV87_003085	4	6	2	4	4	4169	23
KNV87_003086	64	36	42	47	217.3333333	7076	39
KNV87_003087	24	20	17	20	12.33333333	5881	33
KNV87_003088	103	144	140	129	511	8904	50
KNV87_003089	250	400	314	321	5665.333333	11246	63
KNV87_003090	4	9	6	6	6.333333333	4620	26
KNV87_003091	97	148	71	105	1534.333333	8467	47
KNV87_003092	0	2	0	1	1.333333333	2868	16
KNV87_003093	0	0	0	0	0	1	0
KNV87_003094	0	0	0	0	0	1	0
KNV87_003095	0	0	0	0	0	1	0
KNV87_003096	0	0	0	0	0	1	0
KNV87_003097	0	0	0	0	0	1	0
KNV87_003098	0	0	0	0	0	1	0
KNV87_003099	0	0	0	0	0	1	0
KNV87_003100	0	0	0	0	0	1	0
KNV87_003101	0	0	0	0	0	1	0
KNV87_003102	0	0	0	0	0	1	0
KNV87_003103	0	0	0	0	0	1	0
KNV87_003104	0	0	0	0	0	1	0
KNV87_003105	0	0	0	0	0	1	0
KNV87_003106	0	0	0	0	0	1	0
KNV87_003107	0	0	0	0	0	1	0
KNV87_003108	0	0	0	0	0	1	0
KNV87_003109	0	0	0	0	0	1	0
KNV87_003110	0	1	1	1	0.333333333	2868	16
KNV87_003111	0	0	0	0	0	1	0
KNV87_016667	488	895	432	605	63859	12967	72
KNV87_016668	1	1	1	1	0	3062	17
KNV87_016669	386	554	302	414	16464	11888	66
KNV87_016670	396	598	354	449	17017.33333	12119	68
KNV87_016671	1388	2244	1056	1563	375717.3333	15410	86
KNV87_016672	75	95	86	85	100.3333333	8054	45
KNV87_016673	0	0	1	0	0.333333333	2605	15
KNV87_016674	0	0	0	0	0	1	0
KNV87_016675	0	0	0	0	0	1	0
KNV87_016676	84	114	163	120	1590.333333	8756	49
KNV87_016677	0	0	0	0	0	1	0
KNV87_016678	0	0	0	0	0	1	0
KNV87_016679	0	0	0	0	0	1	0
KNV87_016680	0	0	0	0	0	1	0
KNV87_016681	57	80	58	65	169	7579	42
KNV87_016682	9	36	32	26	212.3333333	6185	35
KNV87_016683	4	12	22	13	81.33333333	5358	30
KNV87_016684	3	11	12	9	24.33333333	4931	28
KNV87_016685	14	23	26	21	39	5920	33
KNV87_016686	12	33	19	21	114.3333333	5940	33
KNV87_016687	16	135	51	67	3740.333333	7640	43
KNV87_016688	5	4	2	4	2.333333333	4083	23
KNV87_016689	629	1316	658	868	150962.3333	13929	78
KNV87_016690	1019	2159	1366	1515	341476.3333	15350	86
KNV87_016691	199	253	217	223	756	10189	57
KNV87_016692	97	169	87	118	2001.333333	8708	49
KNV87_016693	396	633	357	462	22311	12197	68
KNV87_016694	103	228	153	161	3958.333333	9401	52
KNV87_016695	3	60	7	23	1012.333333	6059	34
KNV87_016696	37	73	28	46	567	7027	39
KNV87_016697	111	234	154	166	3896.333333	9466	53
KNV87_016698	328	462	332	374	5812	11618	65
KNV87_016699	321	393	368	361	1336.333333	11528	64
KNV87_016700	3	8	5	5	6.333333333	4444	25
KNV87_016701	1	14	8	8	42.33333333	4799	27
KNV87_016702	3	129	9	47	5052	7065	39
KNV87_016703	1	6	1	3	8.333333333	3805	21
KNV87_016704	0	0	0	0	0	1	0
KNV87_016706	1142	1514	1070	1242	56784	14853	83
KNV87_016705	0	0	0	0	0	1	0
KNV87_016707	1110	1286	1132	1176	9196	14718	82
KNV87_016708	47	71	57	58	145.3333333	7401	41
KNV87_016709	0	0	0	0	0	1	0
KNV87_016710	99	158	128	128	870.3333333	8894	50
KNV87_016711	22	25	24	24	2.333333333	6079	34
KNV87_016712	6512	10740	7703	8318	4752972.333	17472	97
KNV87_017982	0	6	4	3	9.333333333	3996	22
KNV87_016713	1313	2205	1401	1640	241637.3333	15513	87
KNV87_017983	0	1	0	0	0.333333333	2605	15
KNV87_016714	0	7	7	5	16.33333333	4313	24
KNV87_016715	16	49	41	35	296.3333333	6632	37
KNV87_016716	2968	4424	2800	3397	797589.3333	16707	93
KNV87_016717	479	483	506	489	212.3333333	12357	69
KNV87_016718	1	8	3	4	13	4169	23
KNV87_016719	141	190	112	148	1554.333333	9189	51
KNV87_016720	591	647	519	586	4117.333333	12883	72
KNV87_016721	281	628	289	399	39232.33333	11800	66
KNV87_016722	777	1023	671	824	32609.33333	13795	77
KNV87_016723	1267	1581	1859	1569	87724	15418	86
KNV87_016724	949	1495	1096	1180	79821	14727	82
KNV87_016725	332	453	506	430	7954.333333	11996	67
KNV87_016726	5168	6088	7304	6187	1147925.333	17292	96
KNV87_016727	0	1	0	0	0.333333333	2605	15
KNV87_016728	2	0	0	1	1.333333333	2868	16
KNV87_016729	1	1	0	1	0.333333333	2868	16
KNV87_016730	14	243	51	103	15112.33333	8417	47
KNV87_016731	7	4	5	5	2.333333333	4444	25
KNV87_016732	1	2	4	2	2.333333333	3692	21
KNV87_016733	11622	11648	9510	10927	1505377.333	17593	98
KNV87_016734	2133	2686	2392	2404	76554.33333	16205	90
KNV87_016735	318	344	472	378	6796	11646	65
KNV87_016736	32	62	37	44	258.3333333	6934	39
KNV87_016737	16	54	21	30	426.3333333	6404	36
KNV87_016738	122	127	123	124	7	8819	49
KNV87_016739	2	16	9	9	49	4992	28
KNV87_016740	2	6	2	3	5.333333333	3996	22
KNV87_016741	7	13	6	9	14.33333333	4931	28
KNV87_017363	170	157	178	168	112.3333333	9495	53
KNV87_016742	8	15	19	14	31	5472	31
KNV87_016743	25	53	34	37	204.3333333	6708	37
KNV87_016744	48	15	26	30	282.3333333	6378	36
KNV87_016745	21	107	49	59	1924	7422	41
KNV87_016746	0	8	2	3	17.33333333	3996	22
KNV87_016747	76	212	130	139	4689.333333	9061	51
KNV87_016748	16	25	16	19	27	5816	32
KNV87_016749	344	615	350	436	23950.33333	12038	67
KNV87_017364	7436	10559	7837	8611	2887202.333	17490	98
KNV87_016750	171	328	184	228	7592.333333	10251	57
KNV87_016751	0	0	0	0	0	1	0
KNV87_016752	0	0	0	0	0	1	0
KNV87_016753	0	0	0	0	0	1	0
KNV87_016754	0	0	0	0	0	1	0
KNV87_016755	25	36	11	24	157	6094	34
KNV87_016756	74	71	95	80	171	7935	44
KNV87_016757	1	13	12	9	44.33333333	4931	28
KNV87_016758	0	0	0	0	0	1	0
KNV87_016759	0	0	0	0	0	1	0
KNV87_016760	0	0	0	0	0	1	0
KNV87_016761	0	0	0	0	0	1	0
KNV87_016762	2	0	1	1	1	3062	17
KNV87_016763	5	61	11	26	945.3333333	6185	35
KNV87_016764	1	7	1	3	12	3905	22
KNV87_016765	16	19	21	19	6.333333333	5789	32
KNV87_016766	208	54	143	135	5977	9001	50
KNV87_016767	22	42	21	28	140.3333333	6324	35
KNV87_016768	102	167	138	136	1060.333333	9014	50
KNV87_016769	0	0	0	0	0	1	0
KNV87_016770	1791	3215	1953	2320	607777.3333	16144	90
KNV87_016771	5131	5642	6623	5799	574924.3333	17249	96
KNV87_016772	228	258	337	274	3170.333333	10782	60
KNV87_016773	1212	1878	1061	1384	188974.3333	15128	84
KNV87_016774	205	352	208	255	7059	10565	59
KNV87_016775	19	74	26	40	896.3333333	6792	38
KNV87_016776	8983	16875	11776	12545	16014052.33	17628	98
KNV87_016777	131	204	144	160	1516.333333	9370	52
KNV87_016778	0	7	7	5	16.33333333	4313	24
KNV87_016779	23	38	27	29	60.33333333	6366	36
KNV87_016780	147	344	327	273	11916.33333	10764	60
KNV87_016781	0	0	0	0	0	1	0
KNV87_016782	4872	6083	6002	5652	458330.3333	17228	96
KNV87_016783	1438	2286	2258	1994	232048	15865	89
KNV87_016784	427	559	564	517	6036.333333	12525	70
KNV87_016785	37	58	39	45	134.3333333	6970	39
KNV87_017365	17	48	35	33	242.3333333	6539	36
KNV87_016786	11	15	10	12	7	5293	30
KNV87_016787	0	0	0	0	0	1	0
KNV87_016788	0	2	10	4	28	4169	23
KNV87_016789	0	0	1	0	0.333333333	2605	15
KNV87_016790	0	0	0	0	0	1	0
KNV87_016791	8	10	6	8	4	4846	27
KNV87_016792	15	51	26	31	340.3333333	6419	36
KNV87_016793	13	28	15	19	66.33333333	5789	32
KNV87_016794	42	63	52	52	110.3333333	7213	40
KNV87_016795	0	0	0	0	0	1	0
KNV87_016796	834	823	778	812	880.3333333	13755	77
KNV87_017366	134	249	228	204	3750.333333	9942	55
KNV87_016797	687	1023	833	848	28385.33333	13860	77
KNV87_016798	15	10	15	13	8.333333333	5417	30
KNV87_016799	501	849	531	627	37188	13061	73
KNV87_016800	0	3	6	3	9	3905	22
KNV87_016801	3	3	5	4	1.333333333	4083	23
KNV87_016802	2334	2658	2081	2358	83652.33333	16173	90
KNV87_017367	463	588	412	488	8200.333333	12351	69
KNV87_017368	291	364	241	299	3826.333333	11024	62
KNV87_017369	168	236	130	178	2884	9627	54
KNV87_017370	545	653	537	578	4197.333333	12851	72
KNV87_016803	91	215	72	126	6031	8852	49
KNV87_016804	461	668	410	513	18669	12504	70
KNV87_016805	49	68	59	59	90.33333333	7412	41
KNV87_016806	313	516	365	398	11119	11791	66
KNV87_016807	9	38	17	21	224.3333333	5940	33
KNV87_016808	1563	2502	1893	1986	226917	15860	88
KNV87_016809	1145	2118	1399	1554	254701	15402	86
KNV87_016810	7	30	16	18	134.3333333	5724	32
KNV87_016811	20	24	40	28	112	6306	35
KNV87_016812	25	20	33	26	43	6203	35
KNV87_016813	1576	2497	1661	1911	259060.3333	15801	88
KNV87_016814	0	3	0	1	3	3062	17
KNV87_016815	8	9	10	9	1	4992	28
KNV87_016816	62	45	92	66	566.3333333	7611	42
KNV87_016817	0	2	0	1	1.333333333	2868	16
KNV87_016818	1	1	1	1	0	3062	17
KNV87_016819	603	868	581	684	25513	13303	74
KNV87_016820	930	1163	1156	1083	17569	14493	81
KNV87_016821	241	506	396	381	17725	11671	65
KNV87_016822	464	601	431	499	8126.333333	12402	69
KNV87_016823	527	706	553	595	9354.333333	12928	72
KNV87_016824	342	433	349	375	2564.333333	11624	65
KNV87_016825	1353	2251	1543	1716	223961.3333	15601	87
KNV87_016826	5	0	0	2	8.333333333	3424	19
KNV87_016827	1	0	2	1	1	3062	17
KNV87_016828	0	5	0	2	8.333333333	3424	19
KNV87_016829	1	11	3	5	28	4378	24
KNV87_016830	0	0	1	0	0.333333333	2605	15
KNV87_016831	0	7	4	4	12.33333333	4083	23
KNV87_016832	0	0	0	0	0	1	0
KNV87_016833	1	2	2	2	0.333333333	3424	19
KNV87_017371	93	146	83	107	1146.333333	8510	47
KNV87_018138	34	55	39	43	120.3333333	6896	38
KNV87_018139	23	46	17	29	234.3333333	6338	35
KNV87_016834	0	0	0	0	0	1	0
KNV87_016835	0	0	0	0	0	1	0
KNV87_016836	0	0	0	0	0	1	0
KNV87_016837	0	0	0	0	0	1	0
KNV87_016838	0	0	0	0	0	1	0
KNV87_016839	0	0	0	0	0	1	0
KNV87_016840	0	0	0	0	0	1	0
KNV87_016841	0	0	0	0	0	1	0
KNV87_018146	266	407	256	310	7130.333333	11145	62
KNV87_016842	0	5	2	2	6.333333333	3692	21
KNV87_016843	0	1	0	0	0.333333333	2605	15
KNV87_016844	0	0	1	0	0.333333333	2605	15
KNV87_018147	97	121	79	99	444	8351	47
KNV87_016845	1	3	0	1	2.333333333	3268	18
KNV87_016846	0	0	0	0	0	1	0
KNV87_016847	5	7	4	5	2.333333333	4444	25
KNV87_016848	0	0	0	0	0	1	0
KNV87_016849	0	0	0	0	0	1	0
KNV87_016850	0	0	0	0	0	1	0
KNV87_016851	0	0	0	0	0	1	0
KNV87_016852	0	0	0	0	0	1	0
KNV87_016853	0	0	0	0	0	1	0
KNV87_016854	0	0	0	0	0	1	0
KNV87_016855	0	0	0	0	0	1	0
KNV87_016856	0	0	0	0	0	1	0
KNV87_016857	0	0	0	0	0	1	0
KNV87_016858	0	0	0	0	0	1	0
KNV87_016859	0	0	0	0	0	1	0
KNV87_016860	0	0	0	0	0	1	0
KNV87_016861	0	0	0	0	0	1	0
KNV87_016862	0	0	0	0	0	1	0
KNV87_016863	0	0	0	0	0	1	0
KNV87_016864	0	0	0	0	0	1	0
KNV87_016865	0	0	0	0	0	1	0
KNV87_016866	0	0	0	0	0	1	0
KNV87_016867	0	0	0	0	0	1	0
KNV87_016868	0	0	0	0	0	1	0
KNV87_016869	0	0	0	0	0	1	0
KNV87_016870	0	0	0	0	0	1	0
KNV87_016871	0	0	0	0	0	1	0
KNV87_016872	0	0	0	0	0	1	0
KNV87_016873	0	0	0	0	0	1	0
KNV87_016874	0	0	0	0	0	1	0
KNV87_016875	0	0	0	0	0	1	0
KNV87_016876	0	0	0	0	0	1	0
KNV87_016877	0	0	0	0	0	1	0
KNV87_016878	0	0	0	0	0	1	0
KNV87_016879	0	0	0	0	0	1	0
KNV87_016880	0	0	0	0	0	1	0
KNV87_016881	0	0	0	0	0	1	0
KNV87_016882	0	0	0	0	0	1	0
KNV87_016883	0	0	0	0	0	1	0
KNV87_016884	0	0	0	0	0	1	0
KNV87_016885	0	0	0	0	0	1	0
KNV87_016886	0	0	0	0	0	1	0
KNV87_016887	0	0	0	0	0	1	0
KNV87_016888	0	0	0	0	0	1	0
KNV87_016889	0	0	0	0	0	1	0
KNV87_016890	0	0	0	0	0	1	0
KNV87_016891	0	0	0	0	0	1	0
KNV87_016892	0	0	0	0	0	1	0
KNV87_016893	0	0	0	0	0	1	0
KNV87_016894	0	0	0	0	0	1	0
KNV87_016895	0	0	0	0	0	1	0
KNV87_016896	0	0	0	0	0	1	0
KNV87_016897	0	0	0	0	0	1	0
KNV87_016898	0	0	0	0	0	1	0
KNV87_016899	0	0	0	0	0	1	0
KNV87_016900	0	0	0	0	0	1	0
KNV87_016901	0	0	0	0	0	1	0
KNV87_016902	0	0	0	0	0	1	0
KNV87_016903	0	0	0	0	0	1	0
KNV87_016904	0	0	0	0	0	1	0
KNV87_016905	0	0	0	0	0	1	0
KNV87_016906	0	0	0	0	0	1	0
KNV87_016907	0	0	0	0	0	1	0
KNV87_016908	0	0	0	0	0	1	0
KNV87_016909	0	0	0	0	0	1	0
KNV87_016910	0	0	0	0	0	1	0
KNV87_016911	0	0	0	0	0	1	0
KNV87_016912	0	0	0	0	0	1	0
KNV87_016913	0	0	0	0	0	1	0
KNV87_016914	0	0	0	0	0	1	0
KNV87_016915	0	0	0	0	0	1	0
KNV87_016916	0	0	0	0	0	1	0
KNV87_016917	0	0	0	0	0	1	0
KNV87_016918	0	0	0	0	0	1	0
KNV87_016919	0	0	0	0	0	1	0
KNV87_016920	0	0	0	0	0	1	0
KNV87_016921	0	0	0	0	0	1	0
KNV87_016922	0	0	0	0	0	1	0
KNV87_016923	0	0	0	0	0	1	0
KNV87_016924	0	0	0	0	0	1	0
KNV87_016925	0	0	0	0	0	1	0
KNV87_016926	0	0	0	0	0	1	0
KNV87_016927	0	0	0	0	0	1	0
KNV87_016928	0	0	0	0	0	1	0
KNV87_016929	0	0	0	0	0	1	0
KNV87_016930	0	0	0	0	0	1	0
KNV87_016931	0	0	0	0	0	1	0
KNV87_016932	0	0	0	0	0	1	0
KNV87_016933	0	0	0	0	0	1	0
KNV87_016934	0	0	0	0	0	1	0
KNV87_016935	0	0	0	0	0	1	0
KNV87_016936	0	0	0	0	0	1	0
KNV87_016937	0	0	0	0	0	1	0
KNV87_016938	0	0	0	0	0	1	0
KNV87_016939	0	0	0	0	0	1	0
KNV87_016940	342	572	612	509	21233.33333	12465	70
KNV87_017372	745	1142	1382	1090	103496.3333	14504	81
KNV87_016941	44	67	46	52	162.3333333	7213	40
KNV87_016942	254	298	245	266	804.3333333	10689	60
KNV87_016943	2	3	2	2	0.333333333	3692	21
KNV87_016944	2	11	5	6	21	4559	25
KNV87_016945	0	14	1	5	61	4378	24
KNV87_016946	855	836	872	854	324.3333333	13881	77
KNV87_016947	3	22	18	14	100.3333333	5501	31
KNV87_016948	19	2	13	11	74.33333333	5234	29
KNV87_016949	8	14	12	11	9.333333333	5234	29
KNV87_016950	9	30	42	27	279	6248	35
KNV87_016951	392	796	580	589	40869.33333	12902	72
KNV87_016952	33528	60067	31390	41662	255209982.3	17849	100
KNV87_016953	12592	19388	20806	17595	19277689.33	17712	99
KNV87_017373	56	68	48	57	101.3333333	7373	41
KNV87_016954	593	917	544	685	41084.33333	13306	74
KNV87_016955	4392	6788	5486	5555	1438809.333	17218	96
KNV87_016956	7	22	11	13	60.33333333	5417	30
KNV87_016957	1030	3013	1629	1891	1034424.333	15781	88
KNV87_016958	412	965	566	648	81454.33333	13155	73
KNV87_016959	1	7	4	4	9	4169	23
KNV87_016960	0	1	0	0	0.333333333	2605	15
KNV87_016961	6	14	4	8	28	4846	27
KNV87_016962	1745	2336	1945	2009	90360.33333	15888	89
KNV87_016963	9136	13160	9215	10504	5293640.333	17577	98
KNV87_016964	40	50	46	45	25.33333333	7003	39
KNV87_016965	101	185	113	133	2064	8963	50
KNV87_016966	0	0	2	1	1.333333333	2868	16
KNV87_016967	149	166	188	168	382.3333333	9484	53
KNV87_016968	1	0	0	0	0.333333333	2605	15
KNV87_016969	361	1208	471	680	212113	13292	74
KNV87_016970	1	3	1	2	1.333333333	3424	19
KNV87_016971	1	1	1	1	0	3062	17
KNV87_016972	0	1	1	1	0.333333333	2868	16
KNV87_016973	227	321	263	270	2249.333333	10741	60
KNV87_016974	1	1	0	1	0.333333333	2868	16
KNV87_016975	1	4	2	2	2.333333333	3692	21
KNV87_016976	0	0	0	0	0	1	0
KNV87_016977	0	0	0	0	0	1	0
KNV87_016978	0	0	0	0	0	1	0
KNV87_016979	0	0	0	0	0	1	0
KNV87_016980	0	0	0	0	0	1	0
KNV87_016981	0	0	0	0	0	1	0
KNV87_016982	0	0	0	0	0	1	0
KNV87_016983	0	0	0	0	0	1	0
KNV87_016984	0	0	0	0	0	1	0
KNV87_016985	0	0	0	0	0	1	0
KNV87_016986	0	0	0	0	0	1	0
KNV87_016987	0	0	0	0	0	1	0
KNV87_016988	0	0	0	0	0	1	0
KNV87_016989	0	0	0	0	0	1	0
KNV87_016990	0	0	0	0	0	1	0
KNV87_016991	0	0	0	0	0	1	0
KNV87_016992	0	0	0	0	0	1	0
KNV87_016993	0	0	0	0	0	1	0
KNV87_016994	0	0	0	0	0	1	0
KNV87_016995	0	0	0	0	0	1	0
KNV87_016996	0	0	0	0	0	1	0
KNV87_016997	0	0	0	0	0	1	0
KNV87_016998	0	0	0	0	0	1	0
KNV87_016999	0	0	0	0	0	1	0
KNV87_017000	0	0	0	0	0	1	0
KNV87_017001	0	0	0	0	0	1	0
KNV87_017002	0	0	0	0	0	1	0
KNV87_017003	0	0	0	0	0	1	0
KNV87_017004	0	0	0	0	0	1	0
KNV87_017005	0	0	0	0	0	1	0
KNV87_017006	0	1	0	0	0.333333333	2605	15
KNV87_017007	0	0	0	0	0	1	0
KNV87_017008	4765	6515	4236	5172	1422697	17149	96
KNV87_017009	0	0	0	0	0	1	0
KNV87_017010	5	8	10	8	6.333333333	4799	27
KNV87_017011	0	0	0	0	0	1	0
KNV87_017012	1	9	3	4	17.33333333	4237	24
KNV87_017013	0	1	0	0	0.333333333	2605	15
KNV87_017014	10	7	11	9	4.333333333	5030	28
KNV87_017015	0	7	5	4	13	4169	23
KNV87_017016	11	34	8	18	202.3333333	5724	32
KNV87_017017	2168	2730	3561	2820	491142.3333	16433	92
KNV87_017018	310	477	356	381	7441	11671	65
KNV87_017019	1009	1916	906	1277	308893	14927	83
KNV87_017020	23	21	25	23	4	6042	34
KNV87_017021	1159	2118	1065	1447	339554.3333	15230	85
KNV87_017022	447	805	461	571	41116	12820	72
KNV87_017374	781	477	893	717	46336	13424	75
KNV87_017023	0	0	0	0	0	1	0
KNV87_017024	12	28	27	22	80.33333333	6001	33
KNV87_017025	2	1	2	2	0.333333333	3424	19
KNV87_017026	50994	88004	50345	63114	464726930.3	17886	100
KNV87_017027	6072	7908	8762	7581	1889385.333	17419	97
KNV87_017028	8598	7094	8656	8116	784204	17460	97
KNV87_017029	261	176	234	224	1886.333333	10197	57
KNV87_017375	101	47	61	70	785.3333333	7702	43
KNV87_017030	0	2	0	1	1.333333333	2868	16
KNV87_017031	1	0	5	2	7	3579	20
KNV87_018148	968	1138	858	988	19900	14262	80
KNV87_017032	77	105	76	86	271	8075	45
KNV87_017033	965	1339	1239	1181	37492	14731	82
KNV87_017034	8	13	9	10	7	5098	28
KNV87_017035	96	172	157	142	1620.333333	9093	51
KNV87_017036	2594	4502	2625	3240	1194092.333	16642	93
KNV87_017037	106	225	152	161	3601	9393	52
KNV87_017038	23	16	13	17	26.33333333	5704	32
KNV87_017039	138	464	118	240	37732	10389	58
KNV87_017040	13	84	18	38	1570.333333	6744	38
KNV87_017041	64	113	56	78	952.3333333	7895	44
KNV87_017042	875	1130	844	950	24630.33333	14156	79
KNV87_017043	4	15	10	10	30.33333333	5062	28
KNV87_017044	0	14	6	7	49.33333333	4670	26
KNV87_017045	4	4	0	3	5.333333333	3805	21
KNV87_017376	97	243	77	139	8212	9056	51
KNV87_017046	1034	1719	931	1228	183463	14820	83
KNV87_017047	197	326	221	248	4707	10484	59
KNV87_017048	1	2	3	2	1	3579	20
KNV87_017049	0	0	0	0	0	1	0
KNV87_017050	0	0	0	0	0	1	0
KNV87_017051	0	3	0	1	3	3062	17
KNV87_017052	0	0	0	0	0	1	0
KNV87_017053	0	0	0	0	0	1	0
KNV87_017054	1	4	0	2	4.333333333	3424	19
KNV87_017055	1178	1893	1332	1468	141610.3333	15263	85
KNV87_017056	80	91	155	109	1640.333333	8534	48
KNV87_017057	16	25	31	24	57	6094	34
KNV87_017058	2	3	3	3	0.333333333	3805	21
KNV87_017059	22362	18105	20779	20415	4629702.333	17745	99
KNV87_017060	0	2	0	1	1.333333333	2868	16
KNV87_017061	138	205	160	168	1166.333333	9484	53
KNV87_017062	549	997	577	708	62981.33333	13394	75
KNV87_017063	57	96	69	74	399	7811	44
KNV87_017064	3	10	6	6	12.33333333	4620	26
KNV87_017065	1	0	0	0	0.333333333	2605	15
KNV87_017066	971	778	1014	921	15799	14087	79
KNV87_017067	286	451	290	342	8860.333333	11392	64
KNV87_017068	56	107	63	75	764.3333333	7842	44
KNV87_017377	313	326	352	330	394.3333333	11311	63
KNV87_017069	28	37	45	37	72.33333333	6686	37
KNV87_017070	27	79	30	45	852.3333333	7003	39
KNV87_017071	1256	1798	1283	1446	93286.33333	15227	85
KNV87_017072	7	25	16	16	81	5623	31
KNV87_017073	11	38	12	20	234.3333333	5881	33
KNV87_017074	23	47	18	29	240.3333333	6366	36
KNV87_017075	6	10	4	7	9.333333333	4670	26
KNV87_017076	0	0	1	0	0.333333333	2605	15
KNV87_017077	0	0	0	0	0	1	0
KNV87_017078	19	15	22	19	12.33333333	5789	32
KNV87_017079	9540	19928	12909	14126	28087844.33	17659	99
KNV87_017080	14	11	15	13	4.333333333	5417	30
KNV87_017081	0	3	3	2	3	3579	20
KNV87_017082	621	694	581	632	3283	13081	73
KNV87_017083	0	0	0	0	0	1	0
KNV87_017084	292	373	392	352	2820.333333	11470	64
KNV87_017085	962	1525	1205	1231	79736.33333	14833	83
KNV87_017086	72	10	60	47	1081.333333	7076	39
KNV87_017087	19	13	29	20	65.33333333	5881	33
KNV87_017088	20	10	15	15	25	5544	31
KNV87_017089	1629	1483	1697	1603	11956	15458	86
KNV87_017090	219	285	272	259	1222.333333	10603	59
KNV87_017091	4416	7715	5187	5773	2978104.333	17244	96
KNV87_017092	20	32	24	25	37.33333333	6167	34
KNV87_017093	603	1032	728	788	48680.33333	13682	76
KNV87_017094	995	1049	948	997	2554.333333	14288	80
KNV87_017095	14	8	16	13	17.33333333	5358	30
KNV87_017096	394	681	368	481	30169	12307	69
KNV87_017097	5230	11961	5287	7493	14975314.33	17405	97
KNV87_017098	1	6	1	3	8.333333333	3805	21
